            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2443881.500000000, A.D. 1979-Jan-08 00:00:00.0000, -4.187747458416398E+08,  6.054210940290583E+08,  8.225714816141278E+06, -1.285099784473236E+01,  4.382100918731719E+00,  1.409868764721267E-03,
2443882.500000000, A.D. 1979-Jan-09 00:00:00.0000, -4.198845790607698E+08,  6.057991072533810E+08,  8.225822825638652E+06, -1.283959186001289E+01,  4.368234089435086E+00,  1.090030744951731E-03,
2443883.500000000, A.D. 1979-Jan-10 00:00:00.0000, -4.209934283561727E+08,  6.061759299563504E+08,  8.225903115954965E+06, -1.282822202823444E+01,  4.354543546759344E+00,  7.681959024092855E-04,
2443884.500000000, A.D. 1979-Jan-11 00:00:00.0000, -4.221012969034553E+08,  6.065515776328555E+08,  8.225955507899106E+06, -1.281688956786100E+01,  4.341035471073653E+00,  4.442082219053844E-04,
2443885.500000000, A.D. 1979-Jan-12 00:00:00.0000, -4.232081879874907E+08,  6.069260663319579E+08,  8.225979808342397E+06, -1.280559579117780E+01,  4.327716517019249E+00,  1.179009362661798E-04,
2443886.500000000, A.D. 1979-Jan-13 00:00:00.0000, -4.243141050109108E+08,  6.072994126997354E+08,  8.225975809247553E+06, -1.279434211340054E+01,  4.314593857504558E+00, -2.109044630622670E-04,
2443887.500000000, A.D. 1979-Jan-14 00:00:00.0000, -4.254190515034319E+08,  6.076716340261394E+08,  8.225943286608160E+06, -1.278313006288607E+01,  4.301675232755907E+00, -5.423993246740366E-04,
2443888.500000000, A.D. 1979-Jan-15 00:00:00.0000, -4.265230311321174E+08,  6.080427482963406E+08,  8.225881999287099E+06, -1.277196129252605E+01,  4.288969005275233E+00, -8.767890491336860E-04,
2443889.500000000, A.D. 1979-Jan-16 00:00:00.0000, -4.276260477126814E+08,  6.084127742470815E+08,  8.225791687746435E+06, -1.276083759323582E+01,  4.276484220701745E+00, -1.214294417141604E-03,
2443890.500000000, A.D. 1979-Jan-17 00:00:00.0000, -4.287281052220963E+08,  6.087817314286492E+08,  8.225672072651088E+06, -1.274976090883506E+01,  4.264230677983511E+00, -1.555153205354820E-03,
2443891.500000000, A.D. 1979-Jan-18 00:00:00.0000, -4.298292078123847E+08,  6.091496402732348E+08,  8.225522853329360E+06, -1.273873335069279E+01,  4.252219005915194E+00, -1.899621815042440E-03,
2443892.500000000, A.D. 1979-Jan-19 00:00:00.0000, -4.309293598259411E+08,  6.095165221702538E+08,  8.225343706085861E+06, -1.272775721776034E+01,  4.240460749099060E+00, -2.247977145201085E-03,
2443893.500000000, A.D. 1979-Jan-20 00:00:00.0000, -4.320285658126668E+08,  6.098823995497247E+08,  8.225134282333821E+06, -1.271683501795513E+01,  4.228968468804312E+00, -2.600518892029724E-03,
2443894.500000000, A.D. 1979-Jan-21 00:00:00.0000, -4.331268305489681E+08,  6.102472959748018E+08,  8.224894206524849E+06, -1.270596949080620E+01,  4.217755853026674E+00, -2.957571858540398E-03,
2443895.500000000, A.D. 1979-Jan-22 00:00:00.0000, -4.342241590589539E+08,  6.106112362443949E+08,  8.224623073868155E+06, -1.269516363578718E+01,  4.206837841571401E+00, -3.319488647254731E-03,
2443896.500000000, A.D. 1979-Jan-23 00:00:00.0000, -4.353205566383112E+08,  6.109742465074426E+08,  8.224320447792381E+06, -1.268442074581887E+01,  4.196230771736658E+00, -3.686652920489308E-03,
2443897.500000000, A.D. 1979-Jan-24 00:00:00.0000, -4.364160288811604E+08,  6.113363543907791E+08,  8.223985857103139E+06, -1.267374444208361E+01,  4.185952545895592E+00, -4.059483081784387E-03,
